,kNN_py_pred,SVM_py_pred,RF_py_pred
141,0.25618182407804674,0.7994062429762859,0.762224705520793
142,0.025870973773123203,0.08283018151139485,0.01801354341977753
143,0.04884862286106496,0.07230926753799279,0.025142624282491623
144,0.30237649582829856,0.2497248884280489,0.1398962863933372
145,0.04330504182229481,0.03470199589546661,0.02285914568332375
146,0.04510741600876522,0.018918543805852006,0.022418942711194014
147,0.0956241486792051,0.23713614463422006,0.16746649118867948
148,0.03531876726310468,0.10002106576069746,0.03725858771430571
149,0.048046300749599695,0.025961243444653,0.054217700133254235
150,0.8449255393266829,0.8334646380283952,0.9701635756504832
151,0.04185182503259383,0.4792815200158355,0.3008756467462936
152,0.02696862327746138,0.018810371680796852,0.012861284858180803
153,0.12753210662087477,0.2570789548500664,0.07230206422487202
154,0.09586893537062081,0.55217487820045,0.19674121654563115
155,0.08764133040569244,0.08503304158201996,0.07643274929660838
156,0.2693668578103317,0.8234049823991315,0.6999198719100994
157,0.04669082948303268,0.055373782363618264,0.028936131538538672
158,0.027820772231199255,0.40527064319292333,0.06277259150753649
159,0.11247108149667769,0.09141285379186496,0.045984728850772316
160,0.13869177438441832,0.1634034998362233,0.05623631445649504
161,0.022953211937877818,0.01779876498977085,0.011647848241421649
162,0.10328154147710056,0.016123322937500704,0.04775078663986149
163,0.13503731610172617,0.17404839976626743,0.15129402460888453
164,0.02915550487160539,0.04974026104195679,0.033883070234366486
165,0.20877437590325934,0.3981318107300485,0.5022923290456772
166,0.18331299552972008,0.21042468625919322,0.21590568865620266
167,0.05917582387044903,0.02492599580297232,0.04157061323679793
